,Å´ÉPÅ[ÉXñºÇì¸óÕ,å¯â uÅÉ1,å¯â 1ÅÖuÅÉ2,å¯â 2ÅÖuÅÉ3,å¯â 3ÅÖuÅÉ10,å¯â uÅÑ10
case902,case3-70-0-1-1-2-1-4-0-0-4,48.61,49.82,45.17,33.15,28.15
case903,case3-70-0-1-1-2-1-4-1-0-4,61.62,61.23,60.56,58.51,55.10
case904,case3-70-0-1-1-2-1-8-0-0-4,55.27,56.62,58.42,61.28,57.65
case905,case3-70-0-1-1-2-1-8-1-0-4,67.03,66.64,68.11,71.08,72.26
case906,case3-70-0-1-1-2-1-12-0-0-4,60.99,63.35,63.54,64.71,65.99
case907,case3-70-0-1-1-2-1-12-1-0-4,70.58,70.55,72.05,73.69,75.70
case908,case3-70-0-1-1-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case909,case3-70-0-1-1-8-1-0-0-0-0,25.52,43.97,53.01,54.39,37.64
case910,case3-70-0-1-1-8-1-0-1-0-0,37.82,53.12,62.08,64.71,59.40
case911,case3-70-0-1-1-8-1-4-0-0-4,36.71,52.61,60.37,60.66,45.13
case912,case3-70-0-1-1-8-1-4-1-0-4,46.19,59.76,67.54,69.48,64.34
case913,case3-70-0-1-1-8-1-8-0-0-4,40.18,55.45,62.87,63.68,55.45
case914,case3-70-0-1-1-8-1-8-1-0-4,49.08,61.89,69.37,71.38,68.35
case915,case3-70-0-1-1-8-1-12-0-0-4,45.18,58.72,65.88,66.45,58.33
case916,case3-70-0-1-1-8-1-12-1-0-4,53.06,64.73,71.73,73.43,70.44
case917,case3-70-0-1-2-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case918,case3-70-0-1-2-2-1-0-0-0-0,-0.66,0.38,0.28,-0.10,0.55
case919,case3-70-0-1-2-2-1-0-1-0-0,76.40,76.83,73.12,61.05,49.97
case920,case3-70-0-1-2-2-1-4-0-0-4,75.01,74.97,61.50,31.17,3.90
case921,case3-70-0-1-2-2-1-4-1-0-4,83.54,84.27,79.14,70.18,58.50
case922,case3-70-0-1-2-2-1-8-0-0-4,79.35,80.22,76.84,66.09,44.49
case923,case3-70-0-1-2-2-1-8-1-0-4,85.89,87.15,84.36,78.75,73.53
case924,case3-70-0-1-2-2-1-12-0-0-4,83.27,82.85,73.99,62.06,43.73
case925,case3-70-0-1-2-2-1-12-1-0-4,87.05,87.54,84.24,78.58,73.61
case926,case3-70-0-1-2-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case927,case3-70-0-1-2-8-1-0-0-0-0,-6.46,-1.19,-0.93,-0.17,-0.19
case928,case3-70-0-1-2-8-1-0-1-0-0,47.37,45.81,44.05,43.44,42.13
case929,case3-70-0-1-2-8-1-4-0-0-4,45.85,51.25,46.92,42.95,41.00
case930,case3-70-0-1-2-8-1-4-1-0-4,70.60,68.81,66.71,63.50,60.98
case931,case3-70-0-1-2-8-1-8-0-0-4,52.19,57.56,49.95,46.04,43.41
case932,case3-70-0-1-2-8-1-8-1-0-4,72.78,71.06,69.39,66.23,63.85
case933,case3-70-0-1-2-8-1-12-0-0-4,62.67,67.38,63.06,59.56,55.36
case934,case3-70-0-1-2-8-1-12-1-0-4,77.16,76.99,76.41,74.46,72.04
case935,case3-70-0-1-3-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case936,case3-70-0-1-3-2-1-0-0-0-0,2.01,1.55,-0.17,0.19,0.32
case937,case3-70-0-1-3-2-1-0-1-0-0,17.47,33.55,32.96,32.52,32.63
case938,case3-70-0-1-3-2-1-4-0-0-4,38.58,54.76,62.79,65.67,72.13
case939,case3-70-0-1-3-2-1-4-1-0-4,46.06,61.75,70.29,72.72,77.71
case940,case3-70-0-1-3-2-1-8-0-0-4,38.67,55.10,63.17,66.35,72.60
case941,case3-70-0-1-3-2-1-8-1-0-4,46.37,62.17,70.60,73.18,78.23
case942,case3-70-0-1-3-2-1-12-0-0-4,42.95,58.99,66.73,70.30,75.29
case943,case3-70-0-1-3-2-1-12-1-0-4,49.76,64.95,72.93,75.69,79.52
case944,case3-70-0-1-3-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case945,case3-70-0-1-3-8-1-0-0-0-0,1.40,0.44,-0.13,0.49,0.81
case946,case3-70-0-1-3-8-1-0-1-0-0,3.97,25.49,44.17,34.10,31.90
case947,case3-70-0-1-3-8-1-4-0-0-4,7.45,22.53,46.44,43.92,46.25
case948,case3-70-0-1-3-8-1-4-1-0-4,9.36,39.37,59.95,61.31,60.31
case949,case3-70-0-1-3-8-1-8-0-0-4,8.22,21.38,46.32,45.04,47.59
case950,case3-70-0-1-3-8-1-8-1-0-4,9.24,37.50,59.59,61.29,61.28
case951,case3-70-0-1-3-8-1-12-0-0-4,9.69,24.39,49.58,51.46,53.82
case952,case3-70-0-1-3-8-1-12-1-0-4,11.46,39.03,60.84,64.37,65.36
case953,case3-70-1-0-1-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case954,case3-70-1-0-1-2-0-0-1-0-0,22.38,20.53,18.72,19.43,20.24
case955,case3-70-1-0-1-2-0-4-0-0-4,29.83,29.57,29.96,30.96,28.09
case956,case3-70-1-0-1-2-0-4-1-0-4,42.80,41.56,41.92,42.66,41.13
case957,case3-70-1-0-1-2-0-8-0-0-4,35.78,36.42,37.41,38.79,38.54
case958,case3-70-1-0-1-2-0-8-1-0-4,47.38,46.90,48.08,49.24,49.54
case959,case3-70-1-0-1-2-0-12-0-0-4,46.96,47.21,48.55,50.26,50.75
case960,case3-70-1-0-1-2-0-12-1-0-4,55.92,54.90,56.52,58.28,58.98
case961,case3-70-1-0-1-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case962,case3-70-1-0-1-8-0-0-1-0-0,8.41,10.00,10.11,10.74,12.84
case963,case3-70-1-0-1-8-0-4-0-0-4,14.23,13.94,13.25,12.67,12.18
case964,case3-70-1-0-1-8-0-4-1-0-4,20.15,21.34,21.12,21.35,22.24
case965,case3-70-1-0-1-8-0-8-0-0-4,17.64,16.72,16.13,15.78,15.17
case966,case3-70-1-0-1-8-0-8-1-0-4,23.79,23.93,23.78,24.08,25.04
case967,case3-70-1-0-1-8-0-12-0-0-4,24.50,23.21,22.44,22.05,21.20
case968,case3-70-1-0-1-8-0-12-1-0-4,29.73,29.42,29.09,29.44,30.05
case969,case3-70-1-0-2-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case970,case3-70-1-0-2-2-0-0-1-0-0,64.96,75.26,77.59,78.66,79.31
case971,case3-70-1-0-2-2-0-4-0-0-4,79.86,80.17,79.52,79.53,79.57
case972,case3-70-1-0-2-2-0-4-1-0-4,79.29,88.25,89.65,90.24,90.68
case973,case3-70-1-0-2-2-0-8-0-0-4,81.95,81.85,80.92,81.13,81.33
case974,case3-70-1-0-2-2-0-8-1-0-4,80.91,89.39,90.92,91.41,91.93
case975,case3-70-1-0-2-2-0-12-0-0-4,87.83,88.93,88.27,87.56,87.43
case976,case3-70-1-0-2-2-0-12-1-0-4,84.23,92.03,93.36,93.94,94.30
case977,case3-70-1-0-2-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case978,case3-70-1-0-2-8-0-0-1-0-0,55.18,48.02,47.34,47.28,48.56
case979,case3-70-1-0-2-8-0-4-0-0-4,51.48,53.10,45.92,40.60,35.81
case980,case3-70-1-0-2-8-0-4-1-0-4,67.11,69.69,69.26,66.36,65.31
case981,case3-70-1-0-2-8-0-8-0-0-4,52.61,56.20,50.02,44.79,40.19
case982,case3-70-1-0-2-8-0-8-1-0-4,68.19,70.65,70.49,68.64,67.58
case983,case3-70-1-0-2-8-0-12-0-0-4,61.29,66.23,63.83,57.12,52.72
case984,case3-70-1-0-2-8-0-12-1-0-4,72.91,76.65,76.58,76.19,75.06
case985,case3-70-1-1-1-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case986,case3-70-1-1-1-2-1-0-0-0-0,47.09,59.08,67.42,70.81,74.86
case987,case3-70-1-1-1-2-1-0-1-0-0,58.47,67.97,73.95,76.72,80.08
case988,case3-70-1-1-1-2-1-4-0-0-4,62.55,70.99,77.11,79.81,81.88
case989,case3-70-1-1-1-2-1-4-1-0-4,70.13,76.39,81.22,83.42,85.30
case990,case3-70-1-1-1-2-1-8-0-0-4,65.79,73.97,79.65,82.15,84.54
case991,case3-70-1-1-1-2-1-8-1-0-4,72.94,78.69,83.28,85.38,87.43
case992,case3-70-1-1-1-2-1-12-0-0-4,71.75,78.25,83.28,85.45,87.65
case993,case3-70-1-1-1-2-1-12-1-0-4,77.07,81.80,86.07,87.93,89.79
case994,case3-70-1-1-1-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case995,case3-70-1-1-1-8-1-0-0-0-0,42.13,63.22,77.24,82.36,84.42
case996,case3-70-1-1-1-8-1-0-1-0-0,48.88,67.41,79.67,84.39,86.47
case997,case3-70-1-1-1-8-1-4-0-0-4,49.98,68.38,80.21,84.59,86.31
case998,case3-70-1-1-1-8-1-4-1-0-4,55.81,71.67,82.19,86.23,87.91
case999,case3-70-1-1-1-8-1-8-0-0-4,51.87,69.37,80.93,85.16,86.76
case1000,case3-70-1-1-1-8-1-8-1-0-4,57.40,72.53,82.83,86.73,88.32
case1001,case3-70-1-1-1-8-1-12-0-0-4,55.63,71.63,82.35,86.27,87.72
case1002,case3-70-1-1-1-8-1-12-1-0-4,60.63,74.47,84.03,87.65,89.14
case1003,case3-70-1-1-2-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case1004,case3-70-1-1-2-2-1-0-0-0-0,2.55,-0.06,0.60,0.21,0.65
case1005,case3-70-1-1-2-2-1-0-1-0-0,68.53,76.77,78.67,79.50,79.99
case1006,case3-70-1-1-2-2-1-4-0-0-4,80.39,80.67,79.83,79.62,79.88
case1007,case3-70-1-1-2-2-1-4-1-0-4,82.55,89.16,90.29,90.76,91.15
case1008,case3-70-1-1-2-2-1-8-0-0-4,82.52,82.27,81.29,81.38,81.60
case1009,case3-70-1-1-2-2-1-8-1-0-4,83.89,90.27,91.50,91.94,92.34
case1010,case3-70-1-1-2-2-1-12-0-0-4,82.48,89.13,88.48,87.77,87.62
case1011,case3-70-1-1-2-2-1-12-1-0-4,87.32,92.84,93.89,94.33,94.63
case1012,case3-70-1-1-2-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case1013,case3-70-1-1-2-8-1-0-0-0-0,-2.00,-1.62,-0.34,-1.05,-0.63
case1014,case3-70-1-1-2-8-1-0-1-0-0,55.13,47.63,47.23,46.95,48.35
case1015,case3-70-1-1-2-8-1-4-0-0-4,49.36,52.27,44.65,39.91,35.26
case1016,case3-70-1-1-2-8-1-4-1-0-4,67.25,69.50,69.13,66.13,65.23
case1017,case3-70-1-1-2-8-1-8-0-0-4,50.49,55.48,49.31,44.16,39.89
case1018,case3-70-1-1-2-8-1-8-1-0-4,68.36,70.59,70.34,68.44,67.42
case1019,case3-70-1-1-2-8-1-12-0-0-4,60.26,65.69,63.42,56.82,52.41
case1020,case3-70-1-1-2-8-1-12-1-0-4,73.47,76.70,76.41,76.12,74.92
case1021,case3-50-0-0-4-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case1022,case3-50-0-0-4-2-0-0-0-4-4,65.18,33.12,15.22,-1.74,-9.46
case1023,case3-50-0-0-4-2-0-0-0-6-4,77.71,67.38,51.28,32.55,18.86
case1024,case3-50-0-0-4-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case1025,case3-50-0-0-4-8-0-0-0-4-4,36.60,18.28,9.68,5.27,-0.33
case1026,case3-50-0-0-4-8-0-0-0-6-4,51.23,39.10,25.94,19.36,12.84
case1027,case3-50-1-0-4-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case1028,case3-50-1-0-4-2-0-0-0-4-4,48.49,49.97,42.39,38.97,36.95
case1029,case3-50-1-0-4-2-0-0-0-6-4,56.82,59.64,55.95,50.10,45.27
case1030,case3-50-1-0-4-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case1031,case3-50-1-0-4-8-0-0-0-4-4,29.46,26.26,23.44,23.59,20.36
case1032,case3-50-1-0-4-8-0-0-0-6-4,36.08,33.78,32.54,29.68,26.70
case1033,case3-70-0-0-4-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case1034,case3-70-0-0-4-2-0-0-0-4-4,64.55,34.57,15.87,-0.61,-8.46
case1035,case3-70-0-0-4-2-0-0-0-6-4,77.48,66.76,51.32,32.24,18.33
case1036,case3-70-0-0-4-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case1037,case3-70-0-0-4-8-0-0-0-4-4,37.10,19.14,10.06,5.50,0.45
case1038,case3-70-0-0-4-8-0-0-0-6-4,50.22,39.52,26.65,19.58,13.30
case1039,case3-70-1-0-4-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case1040,case3-70-1-0-4-2-0-0-0-4-4,47.85,49.28,41.64,37.38,34.92
case1041,case3-70-1-0-4-2-0-0-0-6-4,55.78,59.12,55.01,48.49,43.28
case1042,case3-70-1-0-4-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case1043,case3-70-1-0-4-8-0-0-0-4-4,29.93,27.99,25.29,21.97,20.74
case1044,case3-70-1-0-4-8-0-0-0-6-4,36.52,34.53,33.42,29.92,25.60
case1045,case1-30-0-0-1-2-0-4-0-0-6,46.43,45.53,45.81,43.21,34.65
case1046,case1-30-0-0-1-2-0-4-1-0-6,66.57,62.88,60.53,51.05,45.42
case1047,case1-30-0-0-1-2-0-8-0-0-6,66.04,65.45,66.19,69.05,73.18
case1048,case1-30-0-0-1-2-0-8-1-0-6,78.10,75.97,74.92,74.80,75.40
case1049,case1-30-0-0-1-2-0-12-0-0-6,72.24,71.51,72.13,74.16,76.56
case1050,case1-30-0-0-1-2-0-12-1-0-6,81.57,79.54,78.90,77.74,78.74
case1051,case1-30-0-0-1-8-0-4-0-0-6,25.58,25.19,22.94,20.91,18.72
case1052,case1-30-0-0-1-8-0-4-1-0-6,40.52,43.19,44.90,44.54,41.23
case1053,case1-30-0-0-1-8-0-8-0-0-6,42.14,39.92,40.01,37.29,37.04
case1054,case1-30-0-0-1-8-0-8-1-0-6,51.79,53.07,55.45,55.59,55.33
case1055,case1-30-0-0-1-8-0-12-0-0-6,48.74,47.13,47.82,46.34,46.25
case1056,case1-30-0-0-1-8-0-12-1-0-6,57.11,57.72,60.01,60.93,60.98
case1057,case1-30-0-0-2-2-0-4-0-0-6,58.19,61.23,61.92,60.95,50.70
case1058,case1-30-0-0-2-2-0-4-1-0-6,80.18,78.15,73.83,66.66,61.03
case1059,case1-30-0-0-2-2-0-8-0-0-6,69.44,71.65,73.04,76.31,73.91
case1060,case1-30-0-0-2-2-0-8-1-0-6,84.55,83.34,81.48,78.68,76.43
case1061,case1-30-0-0-2-2-0-12-0-0-6,75.88,76.19,75.39,72.63,70.09
case1062,case1-30-0-0-2-2-0-12-1-0-6,85.93,84.07,80.21,76.72,74.72
case1063,case1-30-0-0-2-8-0-4-0-0-6,43.91,40.91,39.77,41.18,39.77
case1064,case1-30-0-0-2-8-0-4-1-0-6,64.28,67.55,68.42,68.39,63.44
case1065,case1-30-0-0-2-8-0-8-0-0-6,50.91,51.14,47.16,47.34,46.31
case1066,case1-30-0-0-2-8-0-8-1-0-6,68.77,70.92,72.22,72.32,69.07
case1067,case1-30-0-0-2-8-0-12-0-0-6,59.14,60.99,58.61,57.58,55.48
case1068,case1-30-0-0-2-8-0-12-1-0-6,73.38,74.53,75.68,75.35,69.24
case1069,case1-30-0-0-3-2-0-4-0-0-6,41.51,51.94,64.13,73.66,77.85
case1070,case1-30-0-0-3-2-0-4-1-0-6,55.56,67.94,72.20,79.06,81.50
case1071,case1-30-0-0-3-2-0-8-0-0-6,41.49,51.97,64.58,73.96,78.00
case1072,case1-30-0-0-3-2-0-8-1-0-6,55.54,67.51,72.46,79.02,81.66
case1073,case1-30-0-0-3-2-0-12-0-0-6,48.94,59.28,69.81,77.97,81.64
case1074,case1-30-0-0-3-2-0-12-1-0-6,60.02,72.49,76.67,81.94,84.65
case1075,case1-30-0-0-3-8-0-4-0-0-6,1.67,36.13,42.85,53.65,57.06
case1076,case1-30-0-0-3-8-0-4-1-0-6,15.84,57.29,65.18,69.15,67.20
case1077,case1-30-0-0-3-8-0-8-0-0-6,38.40,36.49,43.36,54.10,57.21
case1078,case1-30-0-0-3-8-0-8-1-0-6,38.96,59.51,66.20,69.51,67.66
case1079,case1-30-0-0-3-8-0-12-0-0-6,38.60,40.52,48.30,63.60,64.21
case1080,case1-30-0-0-3-8-0-12-1-0-6,41.07,63.54,69.25,72.71,72.34
case1081,case1-30-0-1-1-2-1-4-0-0-6,58.74,62.29,62.89,60.46,47.91
case1082,case1-30-0-1-1-2-1-4-1-0-6,76.91,74.78,73.29,66.12,56.66
case1083,case1-30-0-1-1-2-1-8-0-0-6,73.45,76.07,76.59,78.45,78.58
case1084,case1-30-0-1-1-2-1-8-1-0-6,84.39,83.38,82.91,82.35,80.30
case1085,case1-30-0-1-1-2-1-12-0-0-6,78.49,80.49,80.69,81.99,81.27
case1086,case1-30-0-1-1-2-1-12-1-0-6,86.62,85.98,85.45,84.47,83.04
case1087,case1-30-0-1-1-8-1-4-0-0-6,39.85,41.68,41.27,38.15,30.80
case1088,case1-30-0-1-1-8-1-4-1-0-6,53.67,56.45,58.79,57.28,50.26
case1089,case1-30-0-1-1-8-1-8-0-0-6,52.05,52.81,54.34,51.19,46.50
case1090,case1-30-0-1-1-8-1-8-1-0-6,61.97,63.71,66.56,65.68,62.36
case1091,case1-30-0-1-1-8-1-12-0-0-6,56.76,58.35,60.40,58.15,54.25
case1092,case1-30-0-1-1-8-1-12-1-0-6,66.07,67.30,69.77,69.75,66.97
case1093,case1-30-0-1-2-2-1-4-0-0-6,59.81,61.79,62.55,61.06,50.84
case1094,case1-30-0-1-2-2-1-4-1-0-6,82.67,79.40,74.68,66.89,61.51
case1095,case1-30-0-1-2-2-1-8-0-0-6,71.31,72.42,73.80,76.50,74.07
case1096,case1-30-0-1-2-2-1-8-1-0-6,86.78,84.50,82.09,78.99,76.71
case1097,case1-30-0-1-2-2-1-12-0-0-6,77.28,76.54,76.02,72.68,70.15
case1098,case1-30-0-1-2-2-1-12-1-0-6,89.07,84.57,80.83,77.01,74.97
case1099,case1-30-0-1-2-8-1-4-0-0-6,46.64,41.19,40.77,41.63,40.13
case1100,case1-30-0-1-2-8-1-4-1-0-6,69.33,68.17,69.16,68.81,63.68
case1101,case1-30-0-1-2-8-1-8-0-0-6,53.51,51.01,47.94,47.64,46.57
case1102,case1-30-0-1-2-8-1-8-1-0-6,73.36,71.59,72.99,72.82,69.42
case1103,case1-30-0-1-2-8-1-12-0-0-6,60.42,60.50,59.14,57.80,55.75
case1104,case1-30-0-1-2-8-1-12-1-0-6,77.41,75.07,76.24,75.77,69.38
case1105,case1-30-0-1-3-2-1-4-0-0-6,41.62,51.30,64.08,73.60,77.80
case1106,case1-30-0-1-3-2-1-4-1-0-6,56.12,66.11,72.47,78.84,81.47
case1107,case1-30-0-1-3-2-1-8-0-0-6,41.65,51.40,64.36,73.87,77.93
case1108,case1-30-0-1-3-2-1-8-1-0-6,56.44,66.53,72.68,78.89,81.61
case1109,case1-30-0-1-3-2-1-12-0-0-6,48.73,58.53,69.72,77.87,81.61
case1110,case1-30-0-1-3-2-1-12-1-0-6,60.92,71.39,76.78,81.97,84.65
case1111,case1-30-0-1-3-8-1-4-0-0-6,-81.74,32.79,41.41,53.46,56.03
case1112,case1-30-0-1-3-8-1-4-1-0-6,-24.63,58.27,63.40,68.18,66.94
case1113,case1-30-0-1-3-8-1-8-0-0-6,-69.49,28.88,40.37,53.55,56.14
case1114,case1-30-0-1-3-8-1-8-1-0-6,-13.57,57.51,62.96,68.05,67.07
case1115,case1-30-0-1-3-8-1-12-0-0-6,-64.83,31.25,45.45,61.96,63.50
case1116,case1-30-0-1-3-8-1-12-1-0-6,-12.78,60.30,66.14,71.30,71.87
case1117,case1-30-1-0-1-2-0-4-0-0-6,45.69,44.13,43.66,45.32,46.70
case1118,case1-30-1-0-1-2-0-4-1-0-6,65.16,63.59,62.35,63.96,66.05
case1119,case1-30-1-0-1-2-0-8-0-0-6,65.04,63.62,63.75,64.97,65.87
case1120,case1-30-1-0-1-2-0-8-1-0-6,76.35,75.83,75.47,76.03,76.88
case1121,case1-30-1-0-1-2-0-12-0-0-6,72.78,71.87,71.90,72.65,73.29
case1122,case1-30-1-0-1-2-0-12-1-0-6,81.97,81.31,81.18,81.55,82.12
case1123,case1-30-1-0-1-8-0-4-0-0-6,24.73,25.35,25.74,24.17,23.94
case1124,case1-30-1-0-1-8-0-4-1-0-6,40.66,42.57,46.64,49.44,52.95
case1125,case1-30-1-0-1-8-0-8-0-0-6,38.73,39.04,40.14,39.70,38.66
case1126,case1-30-1-0-1-8-0-8-1-0-6,49.57,51.74,54.97,58.10,60.65
case1127,case1-30-1-0-1-8-0-12-0-0-6,45.18,45.69,47.21,47.89,47.16
case1128,case1-30-1-0-1-8-0-12-1-0-6,54.74,57.48,59.70,63.11,65.62
case1129,case1-30-1-0-2-2-0-4-0-0-6,65.72,69.88,73.30,74.19,75.97
case1130,case1-30-1-0-2-2-0-4-1-0-6,86.12,87.61,89.27,90.68,91.71
case1131,case1-30-1-0-2-2-0-8-0-0-6,72.87,76.95,80.72,83.30,84.73
case1132,case1-30-1-0-2-2-0-8-1-0-6,88.57,89.89,91.22,92.32,93.15
case1133,case1-30-1-0-2-2-0-12-0-0-6,82.86,84.06,86.71,88.29,89.49
case1134,case1-30-1-0-2-2-0-12-1-0-6,91.08,92.52,93.53,94.35,94.91
case1135,case1-30-1-0-2-8-0-4-0-0-6,42.93,47.55,46.86,48.22,48.10
case1136,case1-30-1-0-2-8-0-4-1-0-6,70.70,74.78,78.82,81.33,82.68
case1137,case1-30-1-0-2-8-0-8-0-0-6,50.78,56.40,56.40,57.05,56.16
case1138,case1-30-1-0-2-8-0-8-1-0-6,73.51,77.19,80.65,83.09,83.96
case1139,case1-30-1-0-2-8-0-12-0-0-6,60.49,65.39,67.63,66.33,65.52
case1140,case1-30-1-0-2-8-0-12-1-0-6,77.75,80.73,83.35,85.89,87.00
case1141,case1-30-1-1-1-2-1-4-0-0-6,67.26,69.30,72.09,74.84,76.80
case1142,case1-30-1-1-1-2-1-4-1-0-6,81.55,80.52,81.32,83.36,85.20
case1143,case1-30-1-1-1-2-1-8-0-0-6,78.02,79.80,81.54,83.55,84.73
case1144,case1-30-1-1-1-2-1-8-1-0-6,87.18,86.97,87.45,88.79,89.73
case1145,case1-30-1-1-1-2-1-12-0-0-6,82.68,83.98,85.64,87.09,88.04
case1146,case1-30-1-1-1-2-1-12-1-0-6,89.57,89.81,90.41,91.27,92.00
case1147,case1-30-1-1-1-8-1-4-0-0-6,45.28,49.93,53.46,54.90,53.83
case1148,case1-30-1-1-1-8-1-4-1-0-6,58.90,62.09,67.02,70.21,71.67
case1149,case1-30-1-1-1-8-1-8-0-0-6,54.33,58.64,62.34,64.06,62.65
case1150,case1-30-1-1-1-8-1-8-1-0-6,64.79,67.71,71.94,75.13,76.22
case1151,case1-30-1-1-1-8-1-12-0-0-6,58.48,63.41,66.94,68.78,67.84
case1152,case1-30-1-1-1-8-1-12-1-0-6,68.10,71.12,74.88,77.96,79.07
case1153,case1-30-1-1-2-2-1-4-0-0-6,67.62,70.32,73.76,74.63,76.51
case1154,case1-30-1-1-2-2-1-4-1-0-6,89.55,89.43,90.47,91.66,92.50
case1155,case1-30-1-1-2-2-1-8-0-0-6,74.77,77.27,81.13,83.74,85.12
case1156,case1-30-1-1-2-2-1-8-1-0-6,91.36,91.47,92.24,93.13,93.82
case1157,case1-30-1-1-2-2-1-12-0-0-6,84.23,84.66,87.13,88.70,89.82
case1158,case1-30-1-1-2-2-1-12-1-0-6,93.56,93.82,94.39,94.97,95.43
case1159,case1-30-1-1-2-8-1-4-0-0-6,42.31,47.86,47.44,48.43,48.21
case1160,case1-30-1-1-2-8-1-4-1-0-6,74.44,76.15,79.67,81.91,83.21
case1161,case1-30-1-1-2-8-1-8-0-0-6,49.62,56.75,57.05,57.40,56.69
case1162,case1-30-1-1-2-8-1-8-1-0-6,76.57,78.39,81.41,83.60,84.49
case1163,case1-30-1-1-2-8-1-12-0-0-6,59.59,65.55,68.03,66.63,65.73
case1164,case1-30-1-1-2-8-1-12-1-0-6,79.35,81.69,84.02,86.31,87.35
case1165,case1-60-0-0-1-2-0-4-0-0-6,32.78,35.07,34.36,32.03,36.88
case1166,case1-60-0-0-1-2-0-4-1-0-6,53.92,51.36,44.96,41.05,47.31
case1167,case1-60-0-0-1-2-0-8-0-0-6,52.36,54.80,57.00,63.54,69.21
case1168,case1-60-0-0-1-2-0-8-1-0-6,66.81,65.31,66.08,67.97,72.75
case1169,case1-60-0-0-1-2-0-12-0-0-6,59.93,61.70,63.56,67.65,73.47
case1170,case1-60-0-0-1-2-0-12-1-0-6,70.28,69.53,69.65,72.02,76.80
case1171,case1-60-0-0-1-8-0-4-0-0-6,17.72,16.32,18.49,18.21,14.16
case1172,case1-60-0-0-1-8-0-4-1-0-6,33.37,31.72,36.33,37.90,30.80
case1173,case1-60-0-0-1-8-0-8-0-0-6,31.58,29.20,31.07,32.65,34.05
case1174,case1-60-0-0-1-8-0-8-1-0-6,44.06,41.55,45.17,48.25,48.35
case1175,case1-60-0-0-1-8-0-12-0-0-6,37.96,35.87,37.43,39.60,41.50
case1176,case1-60-0-0-1-8-0-12-1-0-6,48.64,47.05,49.97,52.71,53.68
case1177,case1-60-0-0-2-2-0-4-0-0-6,75.29,76.82,75.03,62.83,47.50
case1178,case1-60-0-0-2-2-0-4-1-0-6,83.73,85.00,80.81,73.28,65.84
case1179,case1-60-0-0-2-2-0-8-0-0-6,79.99,81.11,81.56,78.10,72.16
case1180,case1-60-0-0-2-2-0-8-1-0-6,86.36,87.85,85.67,81.73,77.27
case1181,case1-60-0-0-2-2-0-12-0-0-6,82.71,84.27,81.00,74.25,68.03
case1182,case1-60-0-0-2-2-0-12-1-0-6,87.27,87.94,85.47,81.33,76.82
case1183,case1-60-0-0-2-8-0-4-0-0-6,50.53,53.24,51.10,48.67,45.79
case1184,case1-60-0-0-2-8-0-4-1-0-6,75.94,73.67,75.05,73.32,72.50
case1185,case1-60-0-0-2-8-0-8-0-0-6,58.30,59.24,57.60,52.89,49.52
case1186,case1-60-0-0-2-8-0-8-1-0-6,79.06,76.86,78.01,75.75,73.42
case1187,case1-60-0-0-2-8-0-12-0-0-6,66.09,66.46,66.64,63.69,61.53
case1188,case1-60-0-0-2-8-0-12-1-0-6,81.82,81.04,82.28,82.36,79.30
case1189,case1-60-0-0-3-2-0-4-0-0-6,37.48,45.66,56.84,66.01,75.27
case1190,case1-60-0-0-3-2-0-4-1-0-6,47.00,54.58,66.71,73.29,79.90
case1191,case1-60-0-0-3-2-0-8-0-0-6,37.77,45.91,57.60,66.67,75.50
case1192,case1-60-0-0-3-2-0-8-1-0-6,46.97,54.92,67.02,73.76,80.07
case1193,case1-60-0-0-3-2-0-12-0-0-6,45.18,53.78,63.58,71.18,78.69
case1194,case1-60-0-0-3-2-0-12-1-0-6,52.67,60.96,71.88,77.54,82.92
case1195,case1-60-0-0-3-8-0-4-0-0-6,7.03,16.64,26.32,44.08,55.73
case1196,case1-60-0-0-3-8-0-4-1-0-6,19.35,29.73,42.92,58.27,68.40
case1197,case1-60-0-0-3-8-0-8-0-0-6,9.62,15.07,25.10,43.93,56.45
case1198,case1-60-0-0-3-8-0-8-1-0-6,19.95,29.34,42.74,58.28,68.21
