,Å´ÉPÅ[ÉXñºÇì¸óÕ,å¯â uÅÉ1,å¯â 1ÅÖuÅÉ2,å¯â 2ÅÖuÅÉ3,å¯â 3ÅÖuÅÉ10,å¯â uÅÑ10
case2975,case3-30-1-0-4-1-0-0-0-6-8.png,0,0,0,0,0
case2976,case3-30-1-0-4-4-0-0-0-0-0.png,-7.3,-0.8,0.3,3.9,5.1
case2977,case3-30-1-0-4-4-0-0-0-4-4.png,44.9,50,44.9,48.3,49.2
case2978,case3-30-1-0-4-4-0-0-0-4-8.png,59.8,70.2,63.2,60.5,57.3
case2979,case3-30-1-0-4-4-0-0-0-6-4.png,78.2,77.8,75.8,74.2,72.9
case2980,case3-30-1-0-4-4-0-0-0-6-8.png,68.4,74.5,68.5,65.2,61.7
case2981,case3-30-1-0-4-10-0-0-0-0-0.png,80.3,80.7,78.9,78.5,76.4
case2982,case3-30-1-0-4-10-0-0-0-4-4.png,75.9,83.6,83,82.3,77.5
case2983,case3-30-1-0-4-10-0-0-0-4-8.png,84,89.9,87,87.9,87.4
case2984,case3-30-1-0-4-10-0-0-0-6-4.png,0,0,0,0,0
case2985,case3-30-1-0-4-10-0-0-0-6-8.png,42.1,44.7,57.9,52.1,23.5
case2986,case3-30-1-1-1-1-0-0-0-0-0.png,50.7,53.4,65,59.4,55.4
case2987,case3-30-1-1-1-1-1-0-0-0-0.png,46.2,57.3,69.9,70.6,70.6
case2988,case3-30-1-1-1-1-1-0-1-0-0.png,55.7,64.4,77.1,77.4,78.3
case2989,case3-30-1-1-1-1-1-0-1-0-4.png,52.6,60.3,73.4,74,73.8
case2990,case3-30-1-1-1-1-1-4-0-0-4.png,59.9,67.6,78.7,79.6,80.1
case2991,case3-30-1-1-1-1-1-4-0-0-8.png,60.3,66.2,77.5,78.7,78.9
case2992,case3-30-1-1-1-1-1-4-1-0-4.png,65.6,72.2,81.7,82.7,83.7
case2993,case3-30-1-1-1-1-1-4-1-0-8.png,0,0,0,0,0
case2994,case3-30-1-1-1-1-1-8-0-0-4.png,45.4,25.4,32,34.4,36.3
case2995,case3-30-1-1-1-1-1-8-0-0-8.png,20,14,14.4,12.4,10.9
case2996,case3-30-1-1-1-1-1-8-1-0-4.png,50.1,35.8,40.9,45.4,44.6
case2997,case3-30-1-1-1-1-1-8-1-0-8.png,38.6,44.7,52.2,55.7,47.5
case2998,case3-30-1-1-1-1-1-12-0-0-4.png,58.9,65.6,63,68.8,70.6
case2999,case3-30-1-1-1-1-1-12-0-0-8.png,45,62.7,73.6,74.6,72
case3000,case3-30-1-1-1-1-1-12-1-0-8.png,52.9,68.4,79.6,80.3,79
case3001,case3-30-1-1-1-4-0-0-0-0-0.png,50.4,65.8,76.7,77.6,74.8
case3002,case3-30-1-1-1-4-1-0-0-0-0.png,57.6,71.3,81,82.2,80.8
case3003,case3-30-1-1-1-4-1-0-1-0-0.png,58.4,71,80.1,81.6,79.8
case3004,case3-30-1-1-1-4-1-4-0-0-4.png,63.7,75.5,83.8,84.8,84.2
case3005,case3-30-1-1-1-4-1-4-0-0-8.png,58.6,69.4,63.4,60.6,57.3
case3006,case3-30-1-1-1-4-1-4-1-0-4.png,77.9,77.3,75.8,74.2,72.9
case3007,case3-30-1-1-1-4-1-4-1-0-8.png,67.2,73.1,68.1,64.1,61.1
case3008,case3-30-1-1-1-4-1-8-0-0-4.png,79.8,80.1,78.5,78.5,76.5
case3009,case3-30-1-1-1-4-1-8-0-0-8.png,75,83.1,82.6,82.5,77.6
case3010,case3-30-1-1-1-4-1-8-1-0-4.png,83.4,89.5,86.6,87.7,87.5
case3011,case3-30-1-1-1-4-1-8-1-0-8.png,42.5,44.5,58.9,54.6,51.7
case3012,case3-30-1-1-1-4-1-12-0-0-4.png,48.7,53,65.5,61.5,59.7
case3013,case3-30-1-1-1-4-1-12-0-0-8.png,0,0,0,0,0
case3014,case3-30-1-1-1-4-1-12-1-0-4.png,23.5,27.9,23.6,18.8,24.8
case3015,case3-30-1-1-1-4-1-12-1-0-8.png,17.2,20.8,17.2,43.7,15.9
case3016,case3-30-1-1-1-10-0-0-0-0-0.png,34.8,42.1,37.9,58.3,42.2
case3017,case3-30-1-1-1-10-1-0-0-0-0.png,26.1,27.8,24.5,49.7,27.5
case3018,case3-30-1-1-1-10-1-0-1-0-0.png,38.4,45.2,42.1,61,64.7
case3019,case3-30-1-1-1-10-1-4-0-0-4.png,31.2,37.2,31.8,53.7,55.6
case3020,case3-30-1-1-1-10-1-4-0-0-8.png,43.7,50.6,48.1,64.2,67.2
case3021,case3-30-1-1-1-10-1-4-1-0-4.png,0,0,0,0,0
case3022,case3-30-1-1-1-10-1-4-1-0-8.png,47.3,36.7,34.1,31.1,32.5
case3023,case3-30-1-1-1-10-1-8-0-0-4.png,56.9,41,36.5,32.5,32.6
case3024,case3-30-1-1-1-10-1-8-0-0-8.png,64.5,56.9,51.9,47,48.8
case3025,case3-30-1-1-1-10-1-8-1-0-4.png,61.8,48.2,41.6,36.5,36
case3026,case3-30-1-1-1-10-1-8-1-0-8.png,68.7,61.4,56.9,51.3,50.6
case3027,case3-30-1-1-1-10-1-12-0-0-4.png,70.3,65.1,56.7,51.5,50.4
case3028,case3-30-1-1-1-10-1-12-0-0-8.png,75.9,72.7,67.3,61.3,60.6
case3029,case3-30-1-1-1-10-1-12-1-0-4.png,0,0,0,0,0
case3030,case3-30-1-1-1-10-1-12-1-0-8.png,6.5,27.4,42.4,42.8,-9.7
case3031,case3-30-1-1-2-1-0-0-0-0-0.png,28.5,47.2,55.7,31.2,22.5
case3032,case3-30-1-1-2-1-1-0-0-0-0.png,21.3,42.6,52.3,52.2,10.8
case3033,case3-30-1-1-2-1-1-0-1-0-0.png,38.4,57.6,63.9,64.5,38.6
case3034,case3-30-1-1-2-1-1-4-0-0-4.png,30.2,47.5,56.7,57.4,22.7
case3035,case3-30-1-1-2-1-1-4-0-0-8.png,42.1,59.9,66.4,66.8,62.9
case3036,case3-30-1-1-2-1-1-4-1-0-4.png,37,54.2,60.6,60.9,53.3
case3037,case3-30-1-1-2-1-1-4-1-0-8.png,47,64,69.9,69.6,65.6
case3038,case3-30-1-1-2-1-1-8-0-0-4.png,0,0,0,0,0
case3039,case3-30-1-1-2-1-1-8-0-0-8.png,-4,1.9,-2.2,-0.5,2.8
case3040,case3-30-1-1-2-1-1-8-1-0-4.png,42.9,38,32.3,30.6,31
case3041,case3-30-1-1-2-1-1-8-1-0-8.png,53.9,44.1,36,32,33.7
case3042,case3-30-1-1-2-1-1-12-0-0-4.png,62.1,58.3,50.7,46,47.5
case3043,case3-30-1-1-2-1-1-12-0-0-8.png,58.6,48.9,39.3,35.9,35.4
case3044,case3-30-1-1-2-1-1-12-1-0-4.png,66.1,62.8,55.7,50.7,50.3
case3045,case3-30-1-1-2-1-1-12-1-0-8.png,67.8,65.6,55.4,51,50.1
case3046,case3-30-1-1-2-4-0-0-0-0-0.png,74,73.7,66.5,61.1,60
case3047,case3-30-1-1-2-4-1-0-0-0-0.png,0,0,0,0,0
case3048,case3-30-1-1-2-4-1-0-1-0-0.png,72.5,61.8,45.7,38.4,34.8
case3049,case3-30-1-1-2-4-1-4-0-0-4.png,77.3,68.9,53.3,43.9,38.2
case3050,case3-30-1-1-2-4-1-4-0-0-8.png,73.3,67,61.4,56.8,26.4
case3051,case3-30-1-1-2-4-1-4-1-0-4.png,79,75.8,71.1,67.9,48.9
case3052,case3-30-1-1-2-4-1-4-1-0-8.png,76.3,69.9,64.9,61.4,36.7
case3053,case3-30-1-1-2-4-1-8-0-0-4.png,80.2,77,73,70,69.1
case3054,case3-30-1-1-2-4-1-8-0-0-8.png,79.2,73.5,68.4,64.5,61.3
case3055,case3-30-1-1-2-4-1-8-1-0-4.png,81.9,79.3,75.9,72.5,71.3
case3056,case3-30-1-1-2-4-1-8-1-0-8.png,56.1,42.6,37.7,33,34.4
case3057,case3-30-1-1-2-4-1-12-0-0-4.png,64.4,57,52.3,47.2,47.9
case3058,case3-30-1-1-2-4-1-12-0-0-8.png,60.9,47.5,41.2,36.4,36.1
case3059,case3-30-1-1-2-4-1-12-1-0-4.png,67.3,61.4,57,51.1,50.8
case3060,case3-30-1-1-2-4-1-12-1-0-8.png,69.2,65.4,56.7,51.6,50.5
case3061,case3-30-1-1-2-10-0-0-0-0-0.png,75.2,72.7,67.6,61.7,60.4
case3062,case3-30-1-1-2-10-1-0-0-0-0.png,20.8,42.4,52.4,52.3,11.1
case3063,case3-30-1-1-2-10-1-0-1-0-0.png,37.8,57.2,64.1,64.5,38.3
case3064,case3-30-1-1-2-10-1-4-0-0-4.png,30.5,47.4,56.7,57.5,24.2
case3065,case3-30-1-1-2-10-1-4-0-0-8.png,41.2,59.6,66.4,66.9,63
case3066,case3-30-1-1-2-10-1-4-1-0-4.png,36.8,53.6,60.8,60.9,53.5
case3067,case3-30-1-1-2-10-1-4-1-0-8.png,46.4,63.6,69.9,69.6,65.7
case3068,case3-30-1-1-2-10-1-8-0-0-4.png,52.2,44.5,36,32.6,33.6
case3069,case3-30-1-1-2-10-1-8-0-0-8.png,62,58.4,50.8,47,47.3
case3070,case3-30-1-1-2-10-1-8-1-0-4.png,58,48.6,39.4,35.8,35.6
case3071,case3-30-1-1-2-10-1-8-1-0-8.png,65.2,62.6,55.8,50.6,50.5
case3072,case3-30-1-1-2-10-1-12-0-0-4.png,66.9,66,55.2,51.1,50
case3073,case3-30-1-1-2-10-1-12-0-0-8.png,73.5,73.4,66.7,61.1,59.9
case3074,case3-30-1-1-2-10-1-12-1-0-4.png,72.3,61.7,46.4,40,36.4
case3075,case3-30-1-1-2-10-1-12-1-0-8.png,77.1,68.7,54,45.4,40.7
case3076,case3-50-0-0-1-1-0-0-0-0-0.png,0,0,0,0,0
case3077,case3-50-0-0-1-1-0-0-1-0-0.png,40.4,46.6,37,40.6,38.6
case3078,case3-50-0-0-1-1-0-4-0-0-4.png,42.4,52.8,32.1,46.1,34.1
case3079,case3-50-0-0-1-1-0-4-0-0-8.png,57.9,64.7,58.4,65.5,61.9
case3080,case3-50-0-0-1-1-0-4-1-0-4.png,56.6,64.2,61.5,68.9,70
case3081,case3-50-0-0-1-1-0-4-1-0-8.png,68.9,74,72.2,76.3,76.7
case3082,case3-50-0-0-1-1-0-8-0-0-4.png,59.2,65.9,62.9,69.9,71.3
case3083,case3-50-0-0-1-1-0-8-0-0-8.png,71.7,75.6,73.2,77.6,77.7
case3084,case3-50-0-0-1-1-0-8-1-0-4.png,0,0,0,0,0
case3085,case3-50-0-0-1-1-0-8-1-0-8.png,80.8,73.9,72.8,67.4,50.3
case3086,case3-50-0-0-1-1-0-12-0-0-4.png,81.3,76.4,66.5,60,34.8
case3087,case3-50-0-0-1-1-0-12-0-0-8.png,86.1,83.9,80.9,79.8,68
case3088,case3-50-0-0-1-1-0-12-1-0-4.png,84.9,83.9,82,79.6,72.2
case3089,case3-50-0-0-1-1-0-12-1-0-8.png,89.9,88.1,87.3,86.3,81.5
case3090,case3-50-0-0-1-4-0-0-0-0-0.png,86,82.4,78.2,75.7,66
case3091,case3-50-0-0-1-4-0-0-1-0-0.png,89.4,87.5,86.5,85.5,80.3
case3092,case3-50-0-0-1-4-0-4-0-0-4.png,0,0,0,0,0
case3093,case3-50-0-0-1-4-0-4-0-0-8.png,19.9,34.9,48.6,34.4,22.6
case3094,case3-50-0-0-1-4-0-4-1-0-4.png,47.1,64.1,77.8,82.3,83.6
case3095,case3-50-0-0-1-4-0-4-1-0-8.png,54.7,71.2,82.8,86,87
case3096,case3-50-0-0-1-4-0-8-0-0-4.png,47.7,64.9,78,82.5,83.8
case3097,case3-50-0-0-1-4-0-8-0-0-8.png,56.9,71.5,83.2,86.2,87.2
case3098,case3-50-0-0-1-4-0-8-1-0-4.png,52.2,68.4,80.6,84.6,86
case3099,case3-50-0-0-1-4-0-8-1-0-8.png,19.9,34.9,48.6,34.4,22.6
case3100,case3-50-0-0-1-4-0-12-0-0-4.png,0,0,0,0,0
case3101,case3-50-0-0-1-4-0-12-0-0-8.png,20.1,16,22.6,6.8,8.6
case3102,case3-50-0-0-1-4-0-12-1-0-4.png,51.4,56.6,52.2,46,49.1
case3103,case3-50-0-0-1-4-0-12-1-0-8.png,54.3,61.2,48,51,47
case3104,case3-50-0-0-1-10-0-0-0-0-0.png,66.1,71.7,68.1,68.5,68.2
case3105,case3-50-0-0-1-10-0-0-1-0-0.png,63.1,70.9,70.8,71.3,75.3
case3106,case3-50-0-0-1-10-0-4-0-0-4.png,74.3,78.7,78.8,78.2,80.8
case3107,case3-50-0-0-1-10-0-4-0-0-8.png,66.8,72.9,71.8,72.4,76.4
case3108,case3-50-0-0-1-10-0-4-1-0-4.png,76.7,80.2,79.8,79.9,81.9
case3109,case3-50-0-0-1-10-0-4-1-0-8.png,0,0,0,0,0
case3110,case3-50-0-0-1-10-0-8-0-0-4.png,-2.2,-1,-0.8,0.8,0.2
case3111,case3-50-0-0-1-10-0-8-0-0-8.png,80.9,74.4,72.8,67.8,49.4
case3112,case3-50-0-0-1-10-0-8-1-0-4.png,82,77.2,66.6,60.5,31.7
case3113,case3-50-0-0-1-10-0-8-1-0-8.png,86.6,84.2,81,80,67.8
case3114,case3-50-0-0-1-10-0-12-0-0-4.png,85.4,84.2,81.9,80,71.7
case3115,case3-50-0-0-1-10-0-12-0-0-8.png,89.8,88.2,87.4,86.6,81.1
case3116,case3-50-0-0-1-10-0-12-1-0-4.png,86.4,82.8,78.2,76.1,65.6
case3117,case3-50-0-0-1-10-0-12-1-0-8.png,89.6,87.8,86.6,85.8,79.9
case3118,case3-50-0-0-2-1-0-0-0-0-0.png,0,0,0,0,0
case3119,case3-50-0-0-2-1-0-0-1-0-0.png,-0.4,1,-0.5,-0.5,-0.1
case3120,case3-50-0-0-2-1-0-4-0-0-4.png,21.6,34.5,49.9,33.6,24.9
case3121,case3-50-0-0-2-1-0-4-0-0-8.png,47.8,64.6,78.6,82,83.9
case3122,case3-50-0-0-2-1-0-4-1-0-4.png,55.1,71.3,83.3,85.8,87.2
case3123,case3-50-0-0-2-1-0-4-1-0-8.png,47.6,64.9,78.8,82.1,84
case3124,case3-50-0-0-2-1-0-8-0-0-4.png,55.9,71.6,83.5,85.9,87.3
case3125,case3-50-0-0-2-1-0-8-0-0-8.png,53.3,68.5,81.2,84.4,86.1
case3126,case3-50-0-0-2-1-0-8-1-0-4.png,59.3,74.1,85.3,87.5,88.7
case3127,case3-50-0-0-2-1-0-8-1-0-8.png,0,0,0,0,0
case3128,case3-50-0-0-2-1-0-12-0-0-4.png,83,46.3,23,5.8,-12.2
case3129,case3-50-0-0-2-1-0-12-0-0-8.png,88.5,84.5,78.4,70.9,54.9
case3130,case3-50-0-0-2-1-0-12-1-0-4.png,55.5,62.1,49.6,53,49
case3131,case3-50-0-0-2-1-0-12-1-0-8.png,68.4,72.2,68.5,68.7,69.8
case3132,case3-50-0-0-2-4-0-0-0-0-0.png,64.6,72,71.2,72,76
case3133,case3-50-0-0-2-4-0-0-1-0-0.png,73.8,78.8,78.8,78.6,81.3
case3134,case3-50-0-0-2-4-0-4-0-0-4.png,68.4,73.3,72.5,73.3,77.6
case3135,case3-50-0-0-2-4-0-4-0-0-8.png,77.4,80.4,79.8,80.1,82.3
case3136,case3-50-0-0-2-4-0-4-1-0-4.png,81,77.1,67.4,61,36.7
case3137,case3-50-0-0-2-4-0-4-1-0-8.png,86.1,84,81.1,80.1,69.1
case3138,case3-50-0-0-2-4-0-8-0-0-4.png,84.9,84.4,82.3,80.9,72.8
case3139,case3-50-0-0-2-4-0-8-0-0-8.png,89.4,88,87.4,86.5,82.1
case3140,case3-50-0-0-2-4-0-8-1-0-4.png,85.8,83.2,79.3,76.6,68.2
case3141,case3-50-0-0-2-4-0-8-1-0-8.png,89.3,87.7,86.9,86.1,81
case3142,case3-50-0-0-2-4-0-12-0-0-4.png,46.7,64.3,78.2,82.7,84.2
case3143,case3-50-0-0-2-4-0-12-0-0-8.png,54.1,71.3,83,86.3,87.4
case3144,case3-50-0-0-2-4-0-12-1-0-4.png,49.1,64.9,78.8,83.1,84.4
case3145,case3-50-0-0-2-4-0-12-1-0-8.png,55.2,71.7,83.3,86.6,87.7
case3146,case3-50-0-0-2-10-0-0-0-0-0.png,53.4,68.8,81.4,85.3,86.7
case3147,case3-50-0-0-2-10-0-0-1-0-0.png,57.5,74,85.1,88.2,89.2
case3148,case3-50-0-0-2-10-0-4-0-0-4.png,54.5,61.8,50,52.8,51.9
case3149,case3-50-0-0-2-10-0-4-0-0-8.png,66.4,71.3,67.7,69.2,69.2
case3150,case3-50-0-0-2-10-0-4-1-0-4.png,63.3,71.1,71,71.9,76
case3151,case3-50-0-0-2-10-0-4-1-0-8.png,72.9,78.2,78.8,78.6,81.1
case3152,case3-50-0-0-2-10-0-8-0-0-4.png,66.9,73,72.7,73.2,77.3
case3153,case3-50-0-0-2-10-0-8-0-0-8.png,75.4,79.8,79.8,79.7,82.2
case3154,case3-50-0-0-2-10-0-8-1-0-4.png,82.2,77.7,67.4,61.8,36.1
case3155,case3-50-0-0-2-10-0-8-1-0-8.png,86.3,84.2,81.1,80.4,68.8
case3156,case3-50-0-0-2-10-0-12-0-0-4.png,85.1,84.9,82.3,81.2,72.5
case3157,case3-50-0-0-2-10-0-12-0-0-8.png,89.5,88.2,87.3,86.8,81.8
case3158,case3-50-0-0-2-10-0-12-1-0-4.png,87,83.7,79.2,77.1,68
case3159,case3-50-0-0-2-10-0-12-1-0-8.png,89.6,87.9,86.9,86.4,80.8
case3160,case3-50-0-0-3-1-0-0-0-0-0.png,47.4,64.7,78.8,82.4,84.4
case3161,case3-50-0-0-3-1-0-0-1-0-0.png,55.3,71.3,83.4,86,87.6
case3162,case3-50-0-0-3-1-0-0-1-0-4.png,49.2,65.4,79.2,82.7,84.8
case3163,case3-50-0-0-3-1-0-4-0-0-4.png,57.3,72,83.8,86.5,87.9
case3164,case3-50-0-0-3-1-0-4-0-0-8.png,53.6,69.2,81.8,85.1,86.9
case3165,case3-50-0-0-3-1-0-4-1-0-4.png,60.7,74.8,85.8,88,89.4
case3166,case3-50-0-0-3-1-0-4-1-0-8.png,85.2,60.2,55.1,48.4,38.9
case3167,case3-50-0-0-3-1-0-8-0-0-4.png,89.5,88.6,88,87.1,86.3
case3168,case3-50-0-0-3-1-0-8-0-0-8.png,72.9,69.2,67.4,62.4,42.8
case3169,case3-50-0-0-3-1-0-8-1-0-4.png,79.4,77.3,76.5,74.1,68.6
case3170,case3-50-0-0-3-1-0-8-1-0-8.png,80.3,78.5,76.7,70,54.1
case3171,case3-50-0-0-3-1-0-12-0-0-4.png,83.9,83.8,82.6,80.6,74.1
case3172,case3-50-0-0-3-1-0-12-0-0-8.png,82.6,80.8,79.9,76.8,67.8
case3173,case3-50-0-0-3-1-0-12-1-0-8.png,85.6,85.3,84.6,83.7,80.2
case3174,case3-50-0-0-3-4-0-0-0-0-0.png,85,83.4,82.5,80,70.2
case3175,case3-50-0-0-3-4-0-0-1-0-0.png,87.2,87,86.5,85.8,82.5
case3176,case3-50-0-0-3-4-0-4-0-0-4.png,0,0,0,0,0
case3177,case3-50-0-0-3-4-0-4-0-0-8.png,51.4,53.8,49,44.9,42.8
case3178,case3-50-0-0-3-4-0-4-1-0-4.png,51.1,58.1,56.1,48.7,39.3
case3179,case3-50-0-0-3-4-0-4-1-0-8.png,70.7,79.7,81.1,71.8,68
case3180,case3-50-0-0-3-4-0-8-0-0-4.png,61,69.9,68.3,62.3,56.9
case3181,case3-50-0-0-3-4-0-8-0-0-8.png,73.9,82.3,82.7,77.4,72.5
case3182,case3-50-0-0-3-4-0-8-1-0-4.png,68.7,75.2,75.8,66.6,52.5
case3183,case3-50-0-0-3-4-0-8-1-0-8.png,78.9,86.5,86.9,83.2,77.8
case3184,case3-50-0-0-3-4-0-12-0-0-4.png,0,0,0,0,0
case3185,case3-50-0-0-3-4-0-12-0-0-8.png,18.7,38.1,43.4,31.1,20.8
case3186,case3-50-0-0-3-4-0-12-1-0-4.png,20.7,39.9,61.2,62.6,57.3
case3187,case3-50-0-0-3-4-0-12-1-0-8.png,30.2,53.7,71.1,74.1,68.6
case3188,case3-50-0-0-3-10-0-0-0-0-0.png,17.7,40.5,61.3,62.7,58.1
case3189,case3-50-0-0-3-10-0-0-1-0-0.png,26.2,53.2,70.9,74.4,67.8
case3190,case3-50-0-0-3-10-0-4-0-0-4.png,20.5,43.6,65.7,69.6,65
case3191,case3-50-0-0-3-10-0-4-0-0-8.png,32.3,56,73.3,78,74.3
case3192,case3-50-0-0-3-10-0-4-1-0-4.png,0,0,0,0,0
case3193,case3-50-0-0-3-10-0-4-1-0-8.png,15,16.3,23,15,-4.2
case3194,case3-50-0-0-3-10-0-8-0-0-4.png,34.3,37.8,44.9,41.9,42.8
case3195,case3-50-0-0-3-10-0-8-0-0-8.png,39.1,41.5,45.1,32.3,16.2
case3196,case3-50-0-0-3-10-0-8-1-0-4.png,48.7,54.7,59.4,55.7,53.3
case3197,case3-50-0-0-3-10-0-8-1-0-8.png,46.6,47,52.7,47.8,41.3
case3198,case3-50-0-0-3-10-0-12-0-0-4.png,54,59.2,63.5,62.8,64.8
case3199,case3-50-0-0-3-10-0-12-0-0-8.png,52.5,54.9,58.9,55.1,46
case3200,case3-50-0-0-3-10-0-12-1-0-4.png,59.2,64.1,68.4,67.5,68.3
case3201,case3-50-0-0-3-10-0-12-1-0-8.png,0,0,0,0,0
case3202,case3-50-0-0-4-1-0-0-0-0-0.png,6.3,-4.6,3,-0.2,1.8
case3203,case3-50-0-0-4-1-0-0-0-4-4.png,55.7,54.6,49.8,45.9,43.8
case3204,case3-50-0-0-4-1-0-0-0-4-8.png,57.6,58.7,56.8,49.5,40.6
case3205,case3-50-0-0-4-1-0-0-0-6-4.png,73.5,80.2,81.3,71.9,68.4
case3206,case3-50-0-0-4-1-0-0-0-6-8.png,67.2,71,68.9,63.5,57.7
case3207,case3-50-0-0-4-4-0-0-0-0-0.png,76.9,82.5,82.9,77.5,73.3
case3208,case3-50-0-0-4-4-0-0-0-4-4.png,72.4,75.9,76.2,66.9,53
case3209,case3-50-0-0-4-4-0-0-0-4-8.png,81.3,86.9,87.1,83.4,78.1
case3210,case3-50-0-0-4-4-0-0-0-6-4.png,0,0,0,0,0
case3211,case3-50-0-0-4-4-0-0-0-6-8.png,-3.1,-0.2,1.4,0.2,0.6
case3212,case3-50-0-0-4-10-0-0-0-0-0.png,13.6,37,42.2,32.4,21.4
case3213,case3-50-0-0-4-10-0-0-0-4-4.png,12.8,38.5,61,62.5,57
case3214,case3-50-0-0-4-10-0-0-0-4-8.png,27.4,52.4,70.9,74,69
case3215,case3-50-0-0-4-10-0-0-0-6-4.png,14.3,39.6,61.3,63.2,57.9
case3216,case3-50-0-0-4-10-0-0-0-6-8.png,23.3,52.3,70.8,74.6,68.3
case3217,case3-50-0-1-1-1-0-0-0-0-0.png,17.1,42.7,65.6,69.8,65.1
case3218,case3-50-0-1-1-1-1-0-0-0-0.png,28.9,54.8,73.4,78,74.9
case3219,case3-50-0-1-1-1-1-0-1-0-0.png,0,0,0,0,0
case3220,case3-50-0-1-1-1-1-4-0-0-4.png,44,23.6,12.4,6,-0.5
case3221,case3-50-0-1-1-1-1-4-0-0-8.png,68.3,61.7,41.5,26.9,18.7
case3222,case3-50-0-1-1-1-1-4-1-0-4.png,76.1,74.6,73.4,66,49.1
case3223,case3-50-0-1-1-1-1-4-1-0-8.png,80.5,80.5,80.1,77.9,71.2
case3224,case3-50-0-1-1-1-1-8-0-0-4.png,78.9,77.4,76.8,73.8,64.4
case3225,case3-50-0-1-1-1-1-8-0-0-8.png,82.3,82.6,82.1,81.4,78.1
case3226,case3-50-0-1-1-1-1-8-1-0-4.png,81,80.3,79.8,77.4,67.2
case3227,case3-50-0-1-1-1-1-8-1-0-8.png,84.2,84.5,84.4,83.7,80.5
case3228,case3-50-0-1-1-1-1-12-0-0-4.png,52,57.8,56.2,48.7,39.7
case3229,case3-50-0-1-1-1-1-12-0-0-8.png,70.3,79.4,80.8,72,67
case3230,case3-50-0-1-1-1-1-12-1-0-4.png,60.6,69.7,68.7,63.1,57.4
case3231,case3-50-0-1-1-1-1-12-1-0-8.png,73.4,81.9,82.6,78.1,74.1
case3232,case3-50-0-1-1-4-0-0-0-0-0.png,68.9,75.2,75.8,66.8,52.5
case3233,case3-50-0-1-1-4-1-0-0-0-0.png,78.8,86.2,86.8,83.2,77.9
case3234,case3-50-0-1-1-4-1-0-1-0-0.png,15.8,38.2,60.3,62.4,58
case3235,case3-50-0-1-1-4-1-4-0-0-4.png,29.7,52.1,70.5,73.9,68.9
case3236,case3-50-0-1-1-4-1-4-0-0-8.png,15.9,39.6,60.5,62.8,58
case3237,case3-50-0-1-1-4-1-4-1-0-4.png,29.4,52.2,70.6,74.4,68.6
case3238,case3-50-0-1-1-4-1-4-1-0-8.png,18.3,42.8,65.3,70.1,66.1
case3239,case3-50-0-1-1-4-1-8-0-0-4.png,24.9,54.9,72.9,78.1,74.9
case3240,case3-50-0-1-1-4-1-8-0-0-8.png,39.2,40.8,45.5,33,17.8
case3241,case3-50-0-1-1-4-1-8-1-0-4.png,48.7,54.7,59,56.4,52.9
case3242,case3-50-0-1-1-4-1-8-1-0-8.png,45.5,46.9,52.5,47.7,42.4
case3243,case3-50-0-1-1-4-1-12-0-0-4.png,53.5,59,63.4,63,64.2
case3244,case3-50-0-1-1-4-1-12-0-0-8.png,52.5,54.3,58.7,55,46.8
case3245,case3-50-0-1-1-4-1-12-1-0-4.png,58.5,63.6,67.7,67.4,68.3
case3246,case3-50-0-1-1-4-1-12-1-0-8.png,57.1,58.6,56.5,49.5,40.5
case3247,case3-50-0-1-1-10-0-0-0-0-0.png,73.5,79.9,81,72.2,68.2
case3248,case3-50-0-1-1-10-1-0-0-0-0.png,64.6,70.2,69.2,63.4,58.1
case3249,case3-50-0-1-1-10-1-0-1-0-0.png,76.1,82.3,82.8,78.3,74.2
case3250,case3-50-0-1-1-10-1-4-0-0-4.png,71.8,75.6,76.1,67.2,53.1
case3251,case3-50-0-1-1-10-1-4-0-0-8.png,80.7,86.5,87,83.3,78.3
case3252,case3-50-0-1-1-10-1-4-1-0-4.png,13.2,37.9,60.1,62.3,57.9
case3253,case3-50-0-1-1-10-1-4-1-0-8.png,26.6,51,70,74,69
case3254,case3-50-0-1-1-10-1-8-0-0-4.png,12.5,38.8,60.3,63,58.8
case3255,case3-50-0-1-1-10-1-8-0-0-8.png,25,51.5,70.5,74.5,69
case3256,case3-50-0-1-1-10-1-8-1-0-4.png,14.7,41.7,65.4,70.2,66.3
case3257,case3-50-0-1-1-10-1-8-1-0-8.png,23.6,54.3,72.8,78.4,75.6
case3258,case3-50-0-1-1-10-1-12-0-0-4.png,46.8,33.9,24.2,18.5,14.3
case3259,case3-50-0-1-1-10-1-12-0-0-8.png,68.5,66.8,55.2,45.1,38.3
case3260,case3-50-0-1-1-10-1-12-1-0-4.png,0,0,0,0,0
case3261,case3-50-0-1-1-10-1-12-1-0-8.png,15.6,21.4,23.7,24.3,26.5
case3262,case3-50-0-1-2-1-0-0-0-0-0.png,16.5,17,14.3,12,11.5
case3263,case3-50-0-1-2-1-1-0-0-0-0.png,28,34.5,34.7,33.8,35.6
case3264,case3-50-0-1-2-1-1-0-1-0-0.png,22,23.2,20.4,17.3,20.9
case3265,case3-50-0-1-2-1-1-4-0-0-4.png,32.1,38.2,38.7,37.5,42.3
case3266,case3-50-0-1-2-1-1-4-0-0-8.png,28.1,30.3,27.4,22.9,26.1
case3267,case3-50-0-1-2-1-1-4-1-0-4.png,37.5,43.6,43.6,42,46.1
