,Å´ÉPÅ[ÉXñºÇì¸óÕ,å¯â uÅÉ1,å¯â 1ÅÖuÅÉ2,å¯â 2ÅÖuÅÉ3,å¯â 3ÅÖuÅÉ10,å¯â uÅÑ10
case3099,case3-50-0-0-1-4-0-8-1-0-8.png,39.9,40.6,42.8,49.6,51.4
case3100,case3-50-0-0-1-4-0-12-0-0-4.png,41.2,40.4,41.8,42.4,42.8
case3101,case3-50-0-0-1-4-0-12-0-0-8.png,40,39.4,40.8,41.1,42.2
case3102,case3-50-0-0-1-4-0-12-1-0-4.png,48.6,48.9,50.7,56.4,57.9
case3103,case3-50-0-0-1-4-0-12-1-0-8.png,47.6,47.9,49.9,55.7,57.4
case3104,case3-50-0-0-1-10-0-0-0-0-0.png,0,0,0,0,0
case3105,case3-50-0-0-1-10-0-0-1-0-0.png,13.6,25.1,28.6,23.5,24.5
case3106,case3-50-0-0-1-10-0-4-0-0-4.png,14.3,18.6,15.9,13.6,12.4
case3107,case3-50-0-0-1-10-0-4-0-0-8.png,13.9,19.1,15.9,13.7,12.3
case3108,case3-50-0-0-1-10-0-4-1-0-4.png,25.2,35.9,39.1,35.3,32.7
case3109,case3-50-0-0-1-10-0-4-1-0-8.png,25.3,35.4,38.6,35.4,32.8
case3110,case3-50-0-0-1-10-0-8-0-0-4.png,18.1,23.6,19.9,17.1,15.5
case3111,case3-50-0-0-1-10-0-8-0-0-8.png,18.1,23.7,19.7,17.4,16
case3112,case3-50-0-0-1-10-0-8-1-0-4.png,28.8,38.6,41.7,41.6,34.9
case3113,case3-50-0-0-1-10-0-8-1-0-8.png,28.5,38.3,41.5,41.7,34.9
case3114,case3-50-0-0-1-10-0-12-0-0-4.png,24.9,30.8,27.7,23.6,21.7
case3115,case3-50-0-0-1-10-0-12-0-0-8.png,24,29.9,27.8,23.7,22
case3116,case3-50-0-0-1-10-0-12-1-0-4.png,33.9,43.2,46.7,46.4,39.5
case3117,case3-50-0-0-1-10-0-12-1-0-8.png,33.3,42.7,46.4,46.4,39.6
case3118,case3-50-0-0-2-1-0-0-0-0-0.png,0,0,0,0,0
case3119,case3-50-0-0-2-1-0-0-1-0-0.png,88.7,77.4,76.5,73.2,73.7
case3120,case3-50-0-0-2-1-0-4-0-0-4.png,88.5,91.2,89.8,89.8,89.8
case3121,case3-50-0-0-2-1-0-4-0-0-8.png,87.8,89.9,88.7,89,89.2
case3122,case3-50-0-0-2-1-0-4-1-0-4.png,94,95.8,96.4,96.7,96.5
case3123,case3-50-0-0-2-1-0-4-1-0-8.png,94.5,95.6,96.1,96.1,96
case3124,case3-50-0-0-2-1-0-8-0-0-4.png,87.8,91.2,90.5,90.6,90.9
case3125,case3-50-0-0-2-1-0-8-0-0-8.png,86.8,90.1,89.6,89.9,90.2
case3126,case3-50-0-0-2-1-0-8-1-0-4.png,94,96.3,97,97.3,97.2
case3127,case3-50-0-0-2-1-0-8-1-0-8.png,94.5,96.2,96.6,96.9,96.9
case3128,case3-50-0-0-2-1-0-12-0-0-4.png,90.9,94.5,95,94.8,94.7
case3129,case3-50-0-0-2-1-0-12-0-0-8.png,90.1,93.8,94.3,94.1,93.9
case3130,case3-50-0-0-2-1-0-12-1-0-4.png,93.6,96.7,97.8,98.7,99
case3131,case3-50-0-0-2-1-0-12-1-0-8.png,94.1,96.8,97.8,98.5,98.7
case3132,case3-50-0-0-2-4-0-0-0-0-0.png,0,0,0,0,0
case3133,case3-50-0-0-2-4-0-0-1-0-0.png,58.7,59.5,57.9,59.8,58.8
case3134,case3-50-0-0-2-4-0-4-0-0-4.png,63.1,67.6,64.8,62.1,53.5
case3135,case3-50-0-0-2-4-0-4-0-0-8.png,61.8,66.9,64.6,63.2,53.9
case3136,case3-50-0-0-2-4-0-4-1-0-4.png,76.9,82.2,82.9,78.2,77.3
case3137,case3-50-0-0-2-4-0-4-1-0-8.png,77.1,82,82.4,78.1,77.4
case3138,case3-50-0-0-2-4-0-8-0-0-4.png,66.9,72.2,70.5,67.1,56.9
case3139,case3-50-0-0-2-4-0-8-0-0-8.png,64.3,71.5,70.8,67.7,57.7
case3140,case3-50-0-0-2-4-0-8-1-0-4.png,79.1,83.7,84.2,81.5,79.8
case3141,case3-50-0-0-2-4-0-8-1-0-8.png,78.9,83.5,83.9,81.4,79.6
case3142,case3-50-0-0-2-4-0-12-0-0-4.png,74,80.9,81.9,80.5,73.7
case3143,case3-50-0-0-2-4-0-12-0-0-8.png,72.5,79.7,81.1,80.2,73.7
case3144,case3-50-0-0-2-4-0-12-1-0-4.png,83.5,87.9,88.4,89.2,88.7
case3145,case3-50-0-0-2-4-0-12-1-0-8.png,82.4,87.5,88.1,88.9,88.4
case3146,case3-50-0-0-2-10-0-0-0-0-0.png,0,0,0,0,0
case3147,case3-50-0-0-2-10-0-0-1-0-0.png,56.1,48.8,53.3,44,38.6
case3148,case3-50-0-0-2-10-0-4-0-0-4.png,44.1,40.8,42.1,41.5,37.9
case3149,case3-50-0-0-2-10-0-4-0-0-8.png,47.3,39.9,42.7,41.8,38.4
case3150,case3-50-0-0-2-10-0-4-1-0-4.png,67.2,66,64.9,61.3,57.3
case3151,case3-50-0-0-2-10-0-4-1-0-8.png,66.9,65.5,65.1,61.5,57.3
case3152,case3-50-0-0-2-10-0-8-0-0-4.png,54.5,47.1,46.5,41.9,36.2
case3153,case3-50-0-0-2-10-0-8-0-0-8.png,54,46.6,47.3,41.5,37.7
case3154,case3-50-0-0-2-10-0-8-1-0-4.png,71.2,68.4,67.4,63.5,58.7
case3155,case3-50-0-0-2-10-0-8-1-0-8.png,70.3,67.8,67.5,63.1,58.7
case3156,case3-50-0-0-2-10-0-12-0-0-4.png,64.9,63.5,58.2,52.9,45.6
case3157,case3-50-0-0-2-10-0-12-0-0-8.png,63.5,63.1,59.4,53.3,45.1
case3158,case3-50-0-0-2-10-0-12-1-0-4.png,75.7,77.2,74.5,69.1,63.6
case3159,case3-50-0-0-2-10-0-12-1-0-8.png,74.7,76.4,74.6,68.9,63.7
case3160,case3-50-0-0-3-1-0-0-0-0-0.png,0,0,0,0,0
case3161,case3-50-0-0-3-1-0-0-1-0-0.png,25.8,31.7,48.4,33.7,26.1
case3162,case3-50-0-0-3-1-0-4-0-0-4.png,45.5,61.1,77.4,81.2,83.5
case3163,case3-50-0-0-3-1-0-4-0-0-8.png,47.2,61.7,77.7,81.7,84.1
case3164,case3-50-0-0-3-1-0-4-1-0-4.png,53.5,68.4,82.2,85.1,86.8
case3165,case3-50-0-0-3-1-0-4-1-0-8.png,54.7,68.6,82.5,85.3,87.2
case3166,case3-50-0-0-3-1-0-8-0-0-4.png,46.6,61.7,77.6,81.4,83.7
case3167,case3-50-0-0-3-1-0-8-0-0-8.png,47.7,62.7,78.2,82.2,84.4
case3168,case3-50-0-0-3-1-0-8-1-0-4.png,54.9,68.6,82.4,85.3,87
case3169,case3-50-0-0-3-1-0-8-1-0-8.png,55.8,69,82.9,85.8,87.6
case3170,case3-50-0-0-3-1-0-12-0-0-4.png,51,65,79.9,83.6,85.8
case3171,case3-50-0-0-3-1-0-12-0-0-8.png,52.6,66.1,80.7,84.4,86.7
case3172,case3-50-0-0-3-1-0-12-1-0-4.png,65.8,74.6,85.3,87.3,88.6
case3173,case3-50-0-0-3-1-0-12-1-0-8.png,58.3,71.6,84.6,87.4,89
case3174,case3-50-0-0-3-4-0-0-0-0-0.png,0,0,0,0,0
case3175,case3-50-0-0-3-4-0-0-1-0-0.png,20.6,35.1,40.4,34.1,21.6
case3176,case3-50-0-0-3-4-0-4-0-0-4.png,17.4,36.4,58.4,61.1,56.6
case3177,case3-50-0-0-3-4-0-4-0-0-8.png,17.1,36.1,58.2,61.2,57.6
case3178,case3-50-0-0-3-4-0-4-1-0-4.png,31.5,49.3,67.8,72.9,68.5
case3179,case3-50-0-0-3-4-0-4-1-0-8.png,30.4,48.4,67.4,72.5,68.9
case3180,case3-50-0-0-3-4-0-8-0-0-4.png,17.8,37.3,58.3,61.9,56.8
case3181,case3-50-0-0-3-4-0-8-0-0-8.png,17.2,36.3,58.4,62.9,57.1
case3182,case3-50-0-0-3-4-0-8-1-0-4.png,31.4,49.6,68.2,73.3,68.5
case3183,case3-50-0-0-3-4-0-8-1-0-8.png,29.9,48.7,67.5,73.1,68.8
case3184,case3-50-0-0-3-4-0-12-0-0-4.png,20.8,40.1,63,68.3,64.6
case3185,case3-50-0-0-3-4-0-12-0-0-8.png,19.4,40.2,62.6,69.1,65.2
case3186,case3-50-0-0-3-4-0-12-1-0-4.png,33.2,52.2,70.5,76.9,74.2
case3187,case3-50-0-0-3-4-0-12-1-0-8.png,31.8,51.7,70.2,77.2,75.2
case3188,case3-50-0-0-3-10-0-0-0-0-0.png,0,0,0,0,0
case3189,case3-50-0-0-3-10-0-0-1-0-0.png,68.2,78.2,38.4,30.1,27.3
case3190,case3-50-0-0-3-10-0-4-0-0-4.png,23.4,42.3,37.6,36.3,35.5
case3191,case3-50-0-0-3-10-0-4-0-0-8.png,22.3,43.5,37.7,36.8,35.9
case3192,case3-50-0-0-3-10-0-4-1-0-4.png,70.1,82.1,70.7,60.4,52.1
case3193,case3-50-0-0-3-10-0-4-1-0-8.png,69.6,82.3,70.6,60.8,52.7
case3194,case3-50-0-0-3-10-0-8-0-0-4.png,24,42.5,38.6,37.5,35.6
case3195,case3-50-0-0-3-10-0-8-0-0-8.png,22.4,44,38.7,38.5,36.3
case3196,case3-50-0-0-3-10-0-8-1-0-4.png,70,81.2,70.5,60.3,52.9
case3197,case3-50-0-0-3-10-0-8-1-0-8.png,69.5,81.7,70.3,60.9,53.2
case3198,case3-50-0-0-3-10-0-12-0-0-4.png,25.6,47.5,40.4,41,42.8
case3199,case3-50-0-0-3-10-0-12-0-0-8.png,23.8,48.5,40.8,41.1,43.2
case3200,case3-50-0-0-3-10-0-12-1-0-4.png,70.2,81.5,71,62.9,57.7
case3201,case3-50-0-0-3-10-0-12-1-0-8.png,69.8,81.6,70.9,62.2,57.8
case3202,case3-50-0-0-4-1-0-0-0-0-0.png,0,0,0,0,0
case3203,case3-50-0-0-4-1-0-0-0-4-4.png,71.3,78.6,64.8,59.3,52.9
case3204,case3-50-0-0-4-1-0-0-0-4-8.png,72,83.4,80.9,80.4,81.6
case3205,case3-50-0-0-4-1-0-0-0-6-4.png,79.8,87.3,80.4,74.2,70.3
case3206,case3-50-0-0-4-1-0-0-0-6-8.png,79.9,88.5,87.8,86.9,87.4
case3207,case3-50-0-0-4-4-0-0-0-0-0.png,0,0,0,0,0
case3208,case3-50-0-0-4-4-0-0-0-4-4.png,53.1,48,37.6,34.3,30.9
case3209,case3-50-0-0-4-4-0-0-0-4-8.png,53.3,51.3,43.9,42.1,43.3
case3210,case3-50-0-0-4-4-0-0-0-6-4.png,61.8,60.8,53.3,45,40.7
case3211,case3-50-0-0-4-4-0-0-0-6-8.png,61.5,62.7,58.1,53,51.5
case3212,case3-50-0-0-4-10-0-0-0-0-0.png,0,0,0,0,0
case3213,case3-50-0-0-4-10-0-0-0-4-4.png,38.6,27.6,21.4,16.2,11
case3214,case3-50-0-0-4-10-0-0-0-4-8.png,39.1,28.6,24.3,20,14.8
case3215,case3-50-0-0-4-10-0-0-0-6-4.png,48.8,37.3,28.6,21.5,15.1
case3216,case3-50-0-0-4-10-0-0-0-6-8.png,48.8,38.9,31.4,25.8,23
case3217,case3-50-0-1-1-1-0-0-0-0-0.png,0,0,0,0,0
case3218,case3-50-0-1-1-1-1-0-0-0-0.png,27,23.2,23.2,26.9,34.8
case3219,case3-50-0-1-1-1-1-0-1-0-0.png,55.2,53.5,55.2,55.8,60.9
case3220,case3-50-0-1-1-1-1-4-0-0-4.png,61.4,64,68.8,72.9,75.1
case3221,case3-50-0-1-1-1-1-4-0-0-8.png,60.4,63,68.6,72.6,75.1
case3222,case3-50-0-1-1-1-1-4-1-0-4.png,73.9,74.6,77.7,80.9,83.1
case3223,case3-50-0-1-1-1-1-4-1-0-8.png,73.1,73.7,77.2,80.6,82.9
case3224,case3-50-0-1-1-1-1-8-0-0-4.png,65.5,69.4,73.7,77,79.8
case3225,case3-50-0-1-1-1-1-8-0-0-8.png,64.1,68.8,72.9,76.4,79.3
case3226,case3-50-0-1-1-1-1-8-1-0-4.png,77.2,79.1,81.2,83.7,86
case3227,case3-50-0-1-1-1-1-8-1-0-8.png,75.7,78,80.5,83.1,85.5
case3228,case3-50-0-1-1-1-1-12-0-0-4.png,72.8,78.4,81,83.4,85.7
case3229,case3-50-0-1-1-1-1-12-0-0-8.png,71.3,76.8,79.8,82.4,84.9
case3230,case3-50-0-1-1-1-1-12-1-0-4.png,82,83.7,85.6,87.7,89.6
case3231,case3-50-0-1-1-1-1-12-1-0-8.png,80.2,82.7,84.7,87,89
case3232,case3-50-0-1-1-4-0-0-0-0-0.png,0,0,0,0,0
case3233,case3-50-0-1-1-4-1-0-0-0-0.png,24.9,50,62.3,64.4,65.2
case3234,case3-50-0-1-1-4-1-0-1-0-0.png,37.4,58.8,70.2,74.6,76.1
case3235,case3-50-0-1-1-4-1-4-0-0-4.png,43.5,62.5,72.4,73.6,73.8
case3236,case3-50-0-1-1-4-1-4-0-0-8.png,42.9,62.1,72.2,73.4,73.7
case3237,case3-50-0-1-1-4-1-4-1-0-4.png,51.6,68.1,76.8,80.5,81.7
case3238,case3-50-0-1-1-4-1-4-1-0-8.png,51.2,67.8,76.6,80.4,81.7
case3239,case3-50-0-1-1-4-1-8-0-0-4.png,48.3,65.1,74.3,75.4,75.7
case3240,case3-50-0-1-1-4-1-8-0-0-8.png,47.7,64.7,74,75.3,75.5
case3241,case3-50-0-1-1-4-1-8-1-0-4.png,55.4,70.4,78.4,81.9,83.2
case3242,case3-50-0-1-1-4-1-8-1-0-8.png,54.9,70,78.2,81.7,83
case3243,case3-50-0-1-1-4-1-12-0-0-4.png,55.5,70,77.7,79.1,79.8
case3244,case3-50-0-1-1-4-1-12-0-0-8.png,54.7,69.4,77.4,78.8,79.7
case3245,case3-50-0-1-1-4-1-12-1-0-4.png,61.4,74.1,81.1,84.1,85.2
case3246,case3-50-0-1-1-4-1-12-1-0-8.png,60.7,73.7,80.8,83.9,85.1
case3247,case3-50-0-1-1-10-0-0-0-0-0.png,0,0,0,0,0
case3248,case3-50-0-1-1-10-1-0-0-0-0.png,19.1,48.1,61.6,64.4,65.5
case3249,case3-50-0-1-1-10-1-0-1-0-0.png,28.6,60.4,72.2,72.5,73.8
case3250,case3-50-0-1-1-10-1-4-0-0-4.png,30.2,57.9,67.3,69.2,69.7
case3251,case3-50-0-1-1-10-1-4-0-0-8.png,29.3,58,67.1,69.2,69.7
case3252,case3-50-0-1-1-10-1-4-1-0-4.png,38.6,65.9,76.3,76.7,76.7
case3253,case3-50-0-1-1-10-1-4-1-0-8.png,38.8,65.8,76.1,76.7,76.6
case3254,case3-50-0-1-1-10-1-8-0-0-4.png,32.8,60,69.1,70.4,70.8
case3255,case3-50-0-1-1-10-1-8-0-0-8.png,32.9,59.8,69.1,70.4,70.8
case3256,case3-50-0-1-1-10-1-8-1-0-4.png,41.5,67.3,77.4,79,77.4
case3257,case3-50-0-1-1-10-1-8-1-0-8.png,39.9,67.1,77.3,77.9,77.4
case3258,case3-50-0-1-1-10-1-12-0-0-4.png,39.1,64.1,72.1,72.7,72.9
case3259,case3-50-0-1-1-10-1-12-0-0-8.png,38.4,63.3,71.9,72.7,73
case3260,case3-50-0-1-1-10-1-12-1-0-4.png,45.2,69.6,79.2,80.7,79
case3261,case3-50-0-1-1-10-1-12-1-0-8.png,44.4,69.4,79.1,80.7,79
case3262,case3-50-0-1-2-1-0-0-0-0-0.png,0,0,0,0,0
case3263,case3-50-0-1-2-1-1-0-0-0-0.png,3.6,-0.5,0.3,-0.4,0.3
case3264,case3-50-0-1-2-1-1-0-1-0-0.png,87.4,77.1,75.6,72.9,73.7
case3265,case3-50-0-1-2-1-1-4-0-0-4.png,89,90.7,89.3,89.5,89.8
case3266,case3-50-0-1-2-1-1-4-0-0-8.png,88.1,89.4,88.3,88.8,89.1
case3267,case3-50-0-1-2-1-1-4-1-0-4.png,95.3,96.1,96.4,96.6,96.4
case3268,case3-50-0-1-2-1-1-4-1-0-8.png,95.2,95.8,95.9,96,95.8
case3269,case3-50-0-1-2-1-1-8-0-0-4.png,88,90.8,89.9,90.4,90.7
case3270,case3-50-0-1-2-1-1-8-0-0-8.png,86.7,90.1,89.4,89.6,89.9
case3271,case3-50-0-1-2-1-1-8-1-0-4.png,95.2,96.5,96.9,97.2,97.1
case3272,case3-50-0-1-2-1-1-8-1-0-8.png,94.6,96.2,96.5,96.8,96.8
case3273,case3-50-0-1-2-1-1-12-0-0-4.png,92,94.3,94.6,94.5,94.5
case3274,case3-50-0-1-2-1-1-12-0-0-8.png,90.8,93.3,93.9,93.9,93.6
case3275,case3-50-0-1-2-1-1-12-1-0-4.png,94.7,97.1,98,98.7,98.9
case3276,case3-50-0-1-2-1-1-12-1-0-8.png,95.3,97.2,97.9,98.5,98.6
case3277,case3-50-0-1-2-4-0-0-0-0-0.png,0,0,0,0,0
case3278,case3-50-0-1-2-4-1-0-0-0-0.png,-1.8,-0.6,-1.5,-0.1,-0.9
case3279,case3-50-0-1-2-4-1-0-1-0-0.png,58.4,59.7,57.5,60.2,58.3
case3280,case3-50-0-1-2-4-1-4-0-0-4.png,63.1,66.7,64.7,61.4,53.4
case3281,case3-50-0-1-2-4-1-4-0-0-8.png,60,66.4,63.4,62.2,54.8
case3282,case3-50-0-1-2-4-1-4-1-0-4.png,76.6,82.1,82.5,78.3,77.3
case3283,case3-50-0-1-2-4-1-4-1-0-8.png,76.5,81.7,82.1,78.2,77.1
case3284,case3-50-0-1-2-4-1-8-0-0-4.png,65.9,71.9,70.6,67.3,56.9
case3285,case3-50-0-1-2-4-1-8-0-0-8.png,64.1,72,69.7,67.8,57.7
case3286,case3-50-0-1-2-4-1-8-1-0-4.png,78.7,83.5,83.8,81.5,79.7
case3287,case3-50-0-1-2-4-1-8-1-0-8.png,78.3,83.2,83.6,81.4,79.5
case3288,case3-50-0-1-2-4-1-12-0-0-4.png,73.2,80.5,81.5,80.5,73.5
case3289,case3-50-0-1-2-4-1-12-0-0-8.png,71.5,79.2,80.5,80.7,73.8
case3290,case3-50-0-1-2-4-1-12-1-0-4.png,83.2,87.6,88.2,89.1,88.6
case3291,case3-50-0-1-2-4-1-12-1-0-8.png,82.2,87.3,87.9,88.8,88.3
case3292,case3-50-0-1-2-10-0-0-0-0-0.png,0,0,0,0,0
case3293,case3-50-0-1-2-10-1-0-0-0-0.png,-4.6,-4.1,-1.7,-0.9,0.3
case3294,case3-50-0-1-2-10-1-0-1-0-0.png,54.9,46.9,51.1,42.4,38.3
case3295,case3-50-0-1-2-10-1-4-0-0-4.png,44,37.7,40.2,40.6,34.8
case3296,case3-50-0-1-2-10-1-4-0-0-8.png,46.5,37.9,39.7,39.4,37.6
case3297,case3-50-0-1-2-10-1-4-1-0-4.png,66.4,64.7,63.8,60,57
case3298,case3-50-0-1-2-10-1-4-1-0-8.png,65.9,64.5,63.3,60.3,57.3
case3299,case3-50-0-1-2-10-1-8-0-0-4.png,53.6,44.6,44.9,43.6,35.5
case3300,case3-50-0-1-2-10-1-8-0-0-8.png,52.4,45.2,45.3,40.7,35.1
case3301,case3-50-0-1-2-10-1-8-1-0-4.png,70,67.6,66,62.2,58.6
case3302,case3-50-0-1-2-10-1-8-1-0-8.png,69.8,66.8,65.9,62.7,58.5
case3303,case3-50-0-1-2-10-1-12-0-0-4.png,63.7,61.6,56.7,50.9,45.4
case3304,case3-50-0-1-2-10-1-12-0-0-8.png,62.1,61.8,57.6,52.7,46.1
case3305,case3-50-0-1-2-10-1-12-1-0-4.png,74.9,76.3,73.4,68.4,63.3
case3306,case3-50-0-1-2-10-1-12-1-0-8.png,74,75.4,73.8,68.6,63.3
case3307,case3-50-0-1-3-1-0-0-0-0-0.png,0,0,0,0,0
case3308,case3-50-0-1-3-1-1-0-0-0-0.png,1.5,1.8,-2.3,1.4,0.9
case3309,case3-50-0-1-3-1-1-0-1-0-0.png,23.5,32.7,48.3,34.9,27.6
case3310,case3-50-0-1-3-1-1-4-0-0-4.png,44.5,61.5,76.8,81.4,83.9
case3311,case3-50-0-1-3-1-1-4-0-0-8.png,45.6,62.1,77.4,81.7,84.5
case3312,case3-50-0-1-3-1-1-4-1-0-4.png,53.3,68.7,81.9,85.1,87.1
case3313,case3-50-0-1-3-1-1-4-1-0-8.png,53.6,68.9,82,85.4,87.4
case3314,case3-50-0-1-3-1-1-8-0-0-4.png,45.7,62.2,77,81.4,83.9
case3315,case3-50-0-1-3-1-1-8-0-0-8.png,46.4,63.2,77.6,82.1,84.8
case3316,case3-50-0-1-3-1-1-8-1-0-4.png,53.5,69.2,82.1,85.2,87.2
case3317,case3-50-0-1-3-1-1-8-1-0-8.png,53.8,69.7,82.5,85.8,87.9
case3318,case3-50-0-1-3-1-1-12-0-0-4.png,49.8,65.6,79.7,83.5,86.1
case3319,case3-50-0-1-3-1-1-12-0-0-8.png,50.6,66.6,80.4,84.4,86.9
case3320,case3-50-0-1-3-1-1-12-1-0-4.png,57,71.8,84,86.8,88.6
case3321,case3-50-0-1-3-1-1-12-1-0-8.png,58.1,72.3,84.4,87.4,89.3
case3322,case3-50-0-1-3-4-0-0-0-0-0.png,0,0,0,0,0
case3323,case3-50-0-1-3-4-1-0-0-0-0.png,0.7,-1.2,0.1,-0.4,0.3
case3324,case3-50-0-1-3-4-1-0-1-0-0.png,20.9,34.7,40.9,33.9,22.2
case3325,case3-50-0-1-3-4-1-4-0-0-4.png,18.4,36.5,58.2,60.9,57.5
case3326,case3-50-0-1-3-4-1-4-0-0-8.png,17.3,35.4,57.8,61.3,57.9
case3327,case3-50-0-1-3-4-1-4-1-0-4.png,32.4,48.8,67.7,72.8,68.9
case3328,case3-50-0-1-3-4-1-4-1-0-8.png,31,48.1,67.2,72.2,69.4
case3329,case3-50-0-1-3-4-1-8-0-0-4.png,18.6,37.2,58.6,61.4,57.3
case3330,case3-50-0-1-3-4-1-8-0-0-8.png,17.5,36.3,58.3,62,58.1
case3331,case3-50-0-1-3-4-1-8-1-0-4.png,32.4,49.2,67.9,73.4,68.4
case3332,case3-50-0-1-3-4-1-8-1-0-8.png,30.5,48.8,67.7,73.2,69.3
case3333,case3-50-0-1-3-4-1-12-0-0-4.png,20.3,39.7,62.6,68.2,64.8
case3334,case3-50-0-1-3-4-1-12-0-0-8.png,20.1,39.5,62.4,68.9,66.3
case3335,case3-50-0-1-3-4-1-12-1-0-4.png,33.2,52.1,70.4,76.6,74.9
case3336,case3-50-0-1-3-4-1-12-1-0-8.png,32,51.6,70,77.1,75.5
case3337,case3-50-0-1-3-10-0-0-0-0-0.png,0,0,0,0,0
case3338,case3-50-0-1-3-10-1-0-0-0-0.png,3.1,-0.8,0.7,-0.8,0.4
case3339,case3-50-0-1-3-10-1-0-1-0-0.png,69.1,77.8,38.1,29.9,27.7
case3340,case3-50-0-1-3-10-1-4-0-0-4.png,25.6,41.9,37.2,37.1,35.2
case3341,case3-50-0-1-3-10-1-4-0-0-8.png,24.7,42.8,37.5,36.8,35.6
case3342,case3-50-0-1-3-10-1-4-1-0-4.png,70.8,81.9,70.4,60.6,52.5
case3343,case3-50-0-1-3-10-1-4-1-0-8.png,70.2,82.1,70.4,61.3,53.1
case3344,case3-50-0-1-3-10-1-8-0-0-4.png,25.9,42.2,38.9,38.1,35.9
case3345,case3-50-0-1-3-10-1-8-0-0-8.png,24.5,43.6,38.2,38.3,38.1
case3346,case3-50-0-1-3-10-1-8-1-0-4.png,70.5,81.2,70.3,60.7,53.1
case3347,case3-50-0-1-3-10-1-8-1-0-8.png,70,81.4,70.1,60.8,53.3
case3348,case3-50-0-1-3-10-1-12-0-0-4.png,27.9,47.1,40.5,41.7,44
case3349,case3-50-0-1-3-10-1-12-0-0-8.png,26.5,48.1,40.1,41.5,44.1
case3350,case3-50-0-1-3-10-1-12-1-0-4.png,71.2,81.4,70.9,62.6,58
case3351,case3-50-0-1-3-10-1-12-1-0-8.png,70.1,81.4,70.7,62.8,58.1
case3352,case3-50-1-0-1-1-0-0-0-0-0.png,0,0,0,0,0
case3353,case3-50-1-0-1-1-0-0-1-0-0.png,22.2,24.6,29.8,31.2,32.5
case3354,case3-50-1-0-1-1-0-4-0-0-4.png,42.3,46,51.1,53.4,54.4
case3355,case3-50-1-0-1-1-0-4-1-0-4.png,55.3,55.4,61.1,64.6,66.8
case3356,case3-50-1-0-1-1-0-8-0-0-4.png,53,57.4,61.6,65,66.6
case3357,case3-50-1-0-1-1-0-8-1-0-4.png,61.6,64.3,69.6,72.3,74.5
case3358,case3-50-1-0-1-1-0-12-0-0-4.png,63.9,68.7,73.1,74.8,75.9
case3359,case3-50-1-0-1-1-0-12-1-0-4.png,65.9,72.7,78,80.8,82.8
case3360,case3-50-1-0-2-1-0-0-0-0-0.png,0,0,0,0,0
case3361,case3-50-1-0-2-1-0-0-1-0-0.png,83.7,82.7,82.7,82.3,60.9
case3362,case3-50-1-0-2-1-0-4-0-0-4.png,94.1,92.8,92.1,91.9,92
case3363,case3-50-1-0-2-1-0-4-1-0-4.png,93.9,95.3,96,96.4,96.6
case3364,case3-50-1-0-2-1-0-8-0-0-4.png,94.6,93.4,92.6,92.3,92.1
case3365,case3-50-1-0-2-1-0-8-1-0-4.png,94.3,95.9,96.8,97.2,97.4
case3366,case3-50-1-0-2-1-0-12-0-0-4.png,96.7,96.8,96.1,95.7,95.5
case3367,case3-50-1-0-2-1-0-12-1-0-4.png,94.3,97,98.1,98.5,98.5
case3368,case3-50-1-1-1-1-0-0-0-0-0.png,0,0,0,0,0
case3369,case3-50-1-1-1-1-1-0-0-0-0.png,28.8,40,56.5,60.7,61.8
case3370,case3-50-1-1-1-1-1-0-1-0-0.png,43.7,55.6,70.1,73.4,74.5
case3371,case3-50-1-1-1-1-1-4-0-0-4.png,57.7,67.4,78.7,82.6,83.9
case3372,case3-50-1-1-1-1-1-4-1-0-4.png,66.2,73.9,83.3,86.6,87.8
case3373,case3-50-1-1-1-1-1-8-0-0-4.png,64.5,73.3,83.1,86.2,87.3
case3374,case3-50-1-1-1-1-1-8-1-0-4.png,69.6,78.3,86.5,89.3,90.4
case3375,case3-50-1-1-1-1-1-12-0-0-4.png,72.5,80.8,88.3,90.2,91.4
case3376,case3-50-1-1-1-1-1-12-1-0-4.png,43.7,55.6,70.1,73.4,74.5
case3377,case3-50-1-1-2-1-0-0-0-0-0.png,0,0,0,0,0
case3378,case3-50-1-1-2-1-1-0-0-0-0.png,12.3,3.1,1.7,3.7,7.9
case3379,case3-50-1-1-2-1-1-0-1-0-0.png,84.4,83.1,83.4,82.7,64
case3380,case3-50-1-1-2-1-1-4-0-0-4.png,94,92.5,92.2,92,92.5
case3381,case3-50-1-1-2-1-1-4-1-0-4.png,94.5,95.4,96,96.4,96.7
case3382,case3-50-1-1-2-1-1-8-0-0-4.png,95.2,93.1,92.6,92.4,92.6
case3383,case3-50-1-1-2-1-1-8-1-0-4.png,95.1,95.9,96.8,97.2,97.4
case3384,case3-50-1-1-2-1-1-12-0-0-4.png,97,96.5,95.9,95.7,95.6
case3385,case3-50-1-1-2-1-1-12-1-0-4.png,95.9,97.4,98.1,98.4,98.5
case3386,case3-50-1-0-4-1-0-0-0-0-0.png,0,0,0,0,0
case3387,case3-50-1-0-4-1-0-0-0-4-4.png,91.1,88.4,86.1,82.5,78.3
case3388,case3-50-1-0-4-1-0-0-0-6-4.png,93.8,92.5,90.7,88.6,86.2
case3389,case3-50-1-0-1-1-0-4-0-0-8.png,86.9,87.3,88.7,89.5,90.4
